Year,State,CoC Number,Measures,Count
1/1/15,NY,NY-523,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-523,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-523,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-600,Children of Parenting Youth,"2,539"
1/1/15,NY,NY-600,Chronically Homeless,"5,830"
1/1/15,NY,NY-600,Chronically Homeless Individuals,"3,275"
1/1/15,NY,NY-600,Chronically Homeless People in Families,"2,555"
1/1/15,NY,NY-600,Homeless Individuals,"29,612"
1/1/15,NY,NY-600,Homeless People in Families,"45,711"
1/1/15,NY,NY-600,Homeless Unaccompanied Children (Under 18),3
1/1/15,NY,NY-600,Homeless Unaccompanied Young Adults (Age 18-24),"1,703"
1/1/15,NY,NY-600,Homeless Unaccompanied Youth (Under 25),"1,706"
1/1/15,NY,NY-600,Homeless Veterans,"1,558"
1/1/15,NY,NY-600,Parenting Youth (Under 25),"2,114"
1/1/15,NY,NY-600,Parenting Youth Age 18-24,"2,114"
1/1/15,NY,NY-600,Parenting Youth Under 18,0
1/1/15,NY,NY-600,Sheltered Children of Parenting Youth,"2,539"
1/1/15,NY,NY-600,Sheltered Chronically Homeless,"3,794"
1/1/15,NY,NY-600,Sheltered Chronically Homeless Individuals,"1,239"
1/1/15,NY,NY-600,Sheltered Chronically Homeless People in Families,"2,555"
1/1/15,NY,NY-600,Sheltered Homeless,"72,140"
1/1/15,NY,NY-600,Sheltered Homeless Individuals,"26,429"
1/1/15,NY,NY-600,Sheltered Homeless People in Families,"45,711"
1/1/15,NY,NY-600,Sheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-600,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),"1,518"
1/1/15,NY,NY-600,Sheltered Homeless Unaccompanied Youth (Under 25),"1,518"
1/1/15,NY,NY-600,Sheltered Homeless Veterans,"1,499"
1/1/15,NY,NY-600,Sheltered Parenting Youth (Under 25),"2,114"
1/1/15,NY,NY-600,Sheltered Parenting Youth Age 18-24,"2,114"
1/1/15,NY,NY-600,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-600,Total Homeless,"75,323"
1/1/15,NY,NY-600,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-600,Unsheltered Chronically Homeless,"2,036"
1/1/15,NY,NY-600,Unsheltered Chronically Homeless Individuals,"2,036"
1/1/15,NY,NY-600,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-600,Unsheltered Homeless,"3,183"
1/1/15,NY,NY-600,Unsheltered Homeless Individuals,"3,183"
1/1/15,NY,NY-600,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-600,Unsheltered Homeless Unaccompanied Children (Under 18),3
1/1/15,NY,NY-600,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),185
1/1/15,NY,NY-600,Unsheltered Homeless Unaccompanied Youth (Under 25),188
1/1/15,NY,NY-600,Unsheltered Homeless Veterans,59
1/1/15,NY,NY-600,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-600,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-600,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-601,Children of Parenting Youth,8
1/1/15,NY,NY-601,Chronically Homeless,31
1/1/15,NY,NY-601,Chronically Homeless Individuals,12
1/1/15,NY,NY-601,Chronically Homeless People in Families,19
1/1/15,NY,NY-601,Homeless Individuals,177
1/1/15,NY,NY-601,Homeless People in Families,198
1/1/15,NY,NY-601,Homeless Unaccompanied Children (Under 18),7
1/1/15,NY,NY-601,Homeless Unaccompanied Young Adults (Age 18-24),20
1/1/15,NY,NY-601,Homeless Unaccompanied Youth (Under 25),27
1/1/15,NY,NY-601,Homeless Veterans,10
1/1/15,NY,NY-601,Parenting Youth (Under 25),6
1/1/15,NY,NY-601,Parenting Youth Age 18-24,6
1/1/15,NY,NY-601,Parenting Youth Under 18,0
1/1/15,NY,NY-601,Sheltered Children of Parenting Youth,8
1/1/15,NY,NY-601,Sheltered Chronically Homeless,31
1/1/15,NY,NY-601,Sheltered Chronically Homeless Individuals,12
1/1/15,NY,NY-601,Sheltered Chronically Homeless People in Families,19
1/1/15,NY,NY-601,Sheltered Homeless,360
1/1/15,NY,NY-601,Sheltered Homeless Individuals,162
1/1/15,NY,NY-601,Sheltered Homeless People in Families,198
1/1/15,NY,NY-601,Sheltered Homeless Unaccompanied Children (Under 18),7
1/1/15,NY,NY-601,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),20
1/1/15,NY,NY-601,Sheltered Homeless Unaccompanied Youth (Under 25),27
1/1/15,NY,NY-601,Sheltered Homeless Veterans,7
1/1/15,NY,NY-601,Sheltered Parenting Youth (Under 25),6
1/1/15,NY,NY-601,Sheltered Parenting Youth Age 18-24,6
1/1/15,NY,NY-601,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-601,Total Homeless,375
1/1/15,NY,NY-601,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-601,Unsheltered Chronically Homeless,0
1/1/15,NY,NY-601,Unsheltered Chronically Homeless Individuals,0
1/1/15,NY,NY-601,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-601,Unsheltered Homeless,15
1/1/15,NY,NY-601,Unsheltered Homeless Individuals,15
1/1/15,NY,NY-601,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-601,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-601,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),0
1/1/15,NY,NY-601,Unsheltered Homeless Unaccompanied Youth (Under 25),0
1/1/15,NY,NY-601,Unsheltered Homeless Veterans,3
1/1/15,NY,NY-601,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-601,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-601,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-602,Children of Parenting Youth,21
1/1/15,NY,NY-602,Chronically Homeless,119
1/1/15,NY,NY-602,Chronically Homeless Individuals,97
1/1/15,NY,NY-602,Chronically Homeless People in Families,22
1/1/15,NY,NY-602,Homeless Individuals,308
1/1/15,NY,NY-602,Homeless People in Families,187
1/1/15,NY,NY-602,Homeless Unaccompanied Children (Under 18),13
1/1/15,NY,NY-602,Homeless Unaccompanied Young Adults (Age 18-24),32
1/1/15,NY,NY-602,Homeless Unaccompanied Youth (Under 25),45
1/1/15,NY,NY-602,Homeless Veterans,21
1/1/15,NY,NY-602,Parenting Youth (Under 25),18
1/1/15,NY,NY-602,Parenting Youth Age 18-24,18
1/1/15,NY,NY-602,Parenting Youth Under 18,0
1/1/15,NY,NY-602,Sheltered Children of Parenting Youth,21
1/1/15,NY,NY-602,Sheltered Chronically Homeless,52
1/1/15,NY,NY-602,Sheltered Chronically Homeless Individuals,30
1/1/15,NY,NY-602,Sheltered Chronically Homeless People in Families,22
1/1/15,NY,NY-602,Sheltered Homeless,350
1/1/15,NY,NY-602,Sheltered Homeless Individuals,163
1/1/15,NY,NY-602,Sheltered Homeless People in Families,187
1/1/15,NY,NY-602,Sheltered Homeless Unaccompanied Children (Under 18),13
1/1/15,NY,NY-602,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),15
1/1/15,NY,NY-602,Sheltered Homeless Unaccompanied Youth (Under 25),28
1/1/15,NY,NY-602,Sheltered Homeless Veterans,13
1/1/15,NY,NY-602,Sheltered Parenting Youth (Under 25),18
1/1/15,NY,NY-602,Sheltered Parenting Youth Age 18-24,18
1/1/15,NY,NY-602,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-602,Total Homeless,495
1/1/15,NY,NY-602,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-602,Unsheltered Chronically Homeless,67
1/1/15,NY,NY-602,Unsheltered Chronically Homeless Individuals,67
1/1/15,NY,NY-602,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-602,Unsheltered Homeless,145
1/1/15,NY,NY-602,Unsheltered Homeless Individuals,145
1/1/15,NY,NY-602,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-602,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-602,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),17
1/1/15,NY,NY-602,Unsheltered Homeless Unaccompanied Youth (Under 25),17
1/1/15,NY,NY-602,Unsheltered Homeless Veterans,8
1/1/15,NY,NY-602,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-602,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-602,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-603,Children of Parenting Youth,99
1/1/15,NY,NY-603,Chronically Homeless,200
1/1/15,NY,NY-603,Chronically Homeless Individuals,150
1/1/15,NY,NY-603,Chronically Homeless People in Families,50
1/1/15,NY,NY-603,Homeless Individuals,"1,053"
1/1/15,NY,NY-603,Homeless People in Families,"2,808"
1/1/15,NY,NY-603,Homeless Unaccompanied Children (Under 18),3
1/1/15,NY,NY-603,Homeless Unaccompanied Young Adults (Age 18-24),45
1/1/15,NY,NY-603,Homeless Unaccompanied Youth (Under 25),48
1/1/15,NY,NY-603,Homeless Veterans,192
1/1/15,NY,NY-603,Parenting Youth (Under 25),68
1/1/15,NY,NY-603,Parenting Youth Age 18-24,63
1/1/15,NY,NY-603,Parenting Youth Under 18,5
1/1/15,NY,NY-603,Sheltered Children of Parenting Youth,99
1/1/15,NY,NY-603,Sheltered Chronically Homeless,169
1/1/15,NY,NY-603,Sheltered Chronically Homeless Individuals,119
1/1/15,NY,NY-603,Sheltered Chronically Homeless People in Families,50
1/1/15,NY,NY-603,Sheltered Homeless,"3,756"
1/1/15,NY,NY-603,Sheltered Homeless Individuals,948
1/1/15,NY,NY-603,Sheltered Homeless People in Families,"2,808"
1/1/15,NY,NY-603,Sheltered Homeless Unaccompanied Children (Under 18),3
1/1/15,NY,NY-603,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),45
1/1/15,NY,NY-603,Sheltered Homeless Unaccompanied Youth (Under 25),48
1/1/15,NY,NY-603,Sheltered Homeless Veterans,185
1/1/15,NY,NY-603,Sheltered Parenting Youth (Under 25),68
1/1/15,NY,NY-603,Sheltered Parenting Youth Age 18-24,63
1/1/15,NY,NY-603,Sheltered Parenting Youth Under 18,5
1/1/15,NY,NY-603,Total Homeless,"3,861"
1/1/15,NY,NY-603,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-603,Unsheltered Chronically Homeless,31
1/1/15,NY,NY-603,Unsheltered Chronically Homeless Individuals,31
1/1/15,NY,NY-603,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-603,Unsheltered Homeless,105
1/1/15,NY,NY-603,Unsheltered Homeless Individuals,105
1/1/15,NY,NY-603,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-603,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-603,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),0
1/1/15,NY,NY-603,Unsheltered Homeless Unaccompanied Youth (Under 25),0
1/1/15,NY,NY-603,Unsheltered Homeless Veterans,7
1/1/15,NY,NY-603,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-603,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-603,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-604,Children of Parenting Youth,93
1/1/15,NY,NY-604,Chronically Homeless,175
1/1/15,NY,NY-604,Chronically Homeless Individuals,160
1/1/15,NY,NY-604,Chronically Homeless People in Families,15
1/1/15,NY,NY-604,Homeless Individuals,731
1/1/15,NY,NY-604,Homeless People in Families,"1,066"
1/1/15,NY,NY-604,Homeless Unaccompanied Children (Under 18),6
1/1/15,NY,NY-604,Homeless Unaccompanied Young Adults (Age 18-24),53
1/1/15,NY,NY-604,Homeless Unaccompanied Youth (Under 25),59
1/1/15,NY,NY-604,Homeless Veterans,181
1/1/15,NY,NY-604,Parenting Youth (Under 25),76
1/1/15,NY,NY-604,Parenting Youth Age 18-24,76
1/1/15,NY,NY-604,Parenting Youth Under 18,0
1/1/15,NY,NY-604,Sheltered Children of Parenting Youth,93
1/1/15,NY,NY-604,Sheltered Chronically Homeless,156
1/1/15,NY,NY-604,Sheltered Chronically Homeless Individuals,141
1/1/15,NY,NY-604,Sheltered Chronically Homeless People in Families,15
1/1/15,NY,NY-604,Sheltered Homeless,"1,770"
1/1/15,NY,NY-604,Sheltered Homeless Individuals,704
1/1/15,NY,NY-604,Sheltered Homeless People in Families,"1,066"
1/1/15,NY,NY-604,Sheltered Homeless Unaccompanied Children (Under 18),6
1/1/15,NY,NY-604,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),51
1/1/15,NY,NY-604,Sheltered Homeless Unaccompanied Youth (Under 25),57
1/1/15,NY,NY-604,Sheltered Homeless Veterans,179
1/1/15,NY,NY-604,Sheltered Parenting Youth (Under 25),76
1/1/15,NY,NY-604,Sheltered Parenting Youth Age 18-24,76
1/1/15,NY,NY-604,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-604,Total Homeless,"1,797"
1/1/15,NY,NY-604,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-604,Unsheltered Chronically Homeless,19
1/1/15,NY,NY-604,Unsheltered Chronically Homeless Individuals,19
1/1/15,NY,NY-604,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-604,Unsheltered Homeless,27
1/1/15,NY,NY-604,Unsheltered Homeless Individuals,27
1/1/15,NY,NY-604,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-604,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-604,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),2
1/1/15,NY,NY-604,Unsheltered Homeless Unaccompanied Youth (Under 25),2
1/1/15,NY,NY-604,Unsheltered Homeless Veterans,2
1/1/15,NY,NY-604,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-604,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-604,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-606,Children of Parenting Youth,0
1/1/15,NY,NY-606,Chronically Homeless,1
1/1/15,NY,NY-606,Chronically Homeless Individuals,1
1/1/15,NY,NY-606,Chronically Homeless People in Families,0
1/1/15,NY,NY-606,Homeless Individuals,89
1/1/15,NY,NY-606,Homeless People in Families,28
1/1/15,NY,NY-606,Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-606,Homeless Unaccompanied Young Adults (Age 18-24),14
1/1/15,NY,NY-606,Homeless Unaccompanied Youth (Under 25),14
1/1/15,NY,NY-606,Homeless Veterans,1
1/1/15,NY,NY-606,Parenting Youth (Under 25),0
1/1/15,NY,NY-606,Parenting Youth Age 18-24,0
1/1/15,NY,NY-606,Parenting Youth Under 18,0
1/1/15,NY,NY-606,Sheltered Children of Parenting Youth,0
1/1/15,NY,NY-606,Sheltered Chronically Homeless,1
1/1/15,NY,NY-606,Sheltered Chronically Homeless Individuals,1
1/1/15,NY,NY-606,Sheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-606,Sheltered Homeless,92
1/1/15,NY,NY-606,Sheltered Homeless Individuals,64
1/1/15,NY,NY-606,Sheltered Homeless People in Families,28
1/1/15,NY,NY-606,Sheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-606,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),13
1/1/15,NY,NY-606,Sheltered Homeless Unaccompanied Youth (Under 25),13
1/1/15,NY,NY-606,Sheltered Homeless Veterans,1
1/1/15,NY,NY-606,Sheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-606,Sheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-606,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-606,Total Homeless,117
1/1/15,NY,NY-606,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-606,Unsheltered Chronically Homeless,0
1/1/15,NY,NY-606,Unsheltered Chronically Homeless Individuals,0
1/1/15,NY,NY-606,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-606,Unsheltered Homeless,25
1/1/15,NY,NY-606,Unsheltered Homeless Individuals,25
1/1/15,NY,NY-606,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-606,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-606,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),1
1/1/15,NY,NY-606,Unsheltered Homeless Unaccompanied Youth (Under 25),1
1/1/15,NY,NY-606,Unsheltered Homeless Veterans,0
1/1/15,NY,NY-606,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-606,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-606,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-607,Children of Parenting Youth,0
1/1/15,NY,NY-607,Chronically Homeless,17
1/1/15,NY,NY-607,Chronically Homeless Individuals,17
1/1/15,NY,NY-607,Chronically Homeless People in Families,0
1/1/15,NY,NY-607,Homeless Individuals,95
1/1/15,NY,NY-607,Homeless People in Families,35
1/1/15,NY,NY-607,Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-607,Homeless Unaccompanied Young Adults (Age 18-24),17
1/1/15,NY,NY-607,Homeless Unaccompanied Youth (Under 25),17
1/1/15,NY,NY-607,Homeless Veterans,0
1/1/15,NY,NY-607,Parenting Youth (Under 25),0
1/1/15,NY,NY-607,Parenting Youth Age 18-24,0
1/1/15,NY,NY-607,Parenting Youth Under 18,0
1/1/15,NY,NY-607,Sheltered Children of Parenting Youth,0
1/1/15,NY,NY-607,Sheltered Chronically Homeless,17
1/1/15,NY,NY-607,Sheltered Chronically Homeless Individuals,17
1/1/15,NY,NY-607,Sheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-607,Sheltered Homeless,128
1/1/15,NY,NY-607,Sheltered Homeless Individuals,93
1/1/15,NY,NY-607,Sheltered Homeless People in Families,35
1/1/15,NY,NY-607,Sheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-607,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),17
1/1/15,NY,NY-607,Sheltered Homeless Unaccompanied Youth (Under 25),17
1/1/15,NY,NY-607,Sheltered Homeless Veterans,0
1/1/15,NY,NY-607,Sheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-607,Sheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-607,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-607,Total Homeless,130
1/1/15,NY,NY-607,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-607,Unsheltered Chronically Homeless,0
1/1/15,NY,NY-607,Unsheltered Chronically Homeless Individuals,0
1/1/15,NY,NY-607,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-607,Unsheltered Homeless,2
1/1/15,NY,NY-607,Unsheltered Homeless Individuals,2
1/1/15,NY,NY-607,Unsheltered Homeless People in Families,0
1/1/15,NY,NY-607,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-607,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),0
1/1/15,NY,NY-607,Unsheltered Homeless Unaccompanied Youth (Under 25),0
1/1/15,NY,NY-607,Unsheltered Homeless Veterans,0
1/1/15,NY,NY-607,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-607,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-607,Unsheltered Parenting Youth Under 18,0
1/1/15,NY,NY-608,Children of Parenting Youth,5
1/1/15,NY,NY-608,Chronically Homeless,49
1/1/15,NY,NY-608,Chronically Homeless Individuals,44
1/1/15,NY,NY-608,Chronically Homeless People in Families,5
1/1/15,NY,NY-608,Homeless Individuals,204
1/1/15,NY,NY-608,Homeless People in Families,139
1/1/15,NY,NY-608,Homeless Unaccompanied Children (Under 18),13
1/1/15,NY,NY-608,Homeless Unaccompanied Young Adults (Age 18-24),26
1/1/15,NY,NY-608,Homeless Unaccompanied Youth (Under 25),39
1/1/15,NY,NY-608,Homeless Veterans,15
1/1/15,NY,NY-608,Parenting Youth (Under 25),5
1/1/15,NY,NY-608,Parenting Youth Age 18-24,5
1/1/15,NY,NY-608,Parenting Youth Under 18,0
1/1/15,NY,NY-608,Sheltered Children of Parenting Youth,5
1/1/15,NY,NY-608,Sheltered Chronically Homeless,22
1/1/15,NY,NY-608,Sheltered Chronically Homeless Individuals,17
1/1/15,NY,NY-608,Sheltered Chronically Homeless People in Families,5
1/1/15,NY,NY-608,Sheltered Homeless,277
1/1/15,NY,NY-608,Sheltered Homeless Individuals,149
1/1/15,NY,NY-608,Sheltered Homeless People in Families,128
1/1/15,NY,NY-608,Sheltered Homeless Unaccompanied Children (Under 18),13
1/1/15,NY,NY-608,Sheltered Homeless Unaccompanied Young Adults (Age 18-24),24
1/1/15,NY,NY-608,Sheltered Homeless Unaccompanied Youth (Under 25),37
1/1/15,NY,NY-608,Sheltered Homeless Veterans,10
1/1/15,NY,NY-608,Sheltered Parenting Youth (Under 25),5
1/1/15,NY,NY-608,Sheltered Parenting Youth Age 18-24,5
1/1/15,NY,NY-608,Sheltered Parenting Youth Under 18,0
1/1/15,NY,NY-608,Total Homeless,343
1/1/15,NY,NY-608,Unsheltered Children of Parenting Youth,0
1/1/15,NY,NY-608,Unsheltered Chronically Homeless,27
1/1/15,NY,NY-608,Unsheltered Chronically Homeless Individuals,27
1/1/15,NY,NY-608,Unsheltered Chronically Homeless People in Families,0
1/1/15,NY,NY-608,Unsheltered Homeless,66
1/1/15,NY,NY-608,Unsheltered Homeless Individuals,55
1/1/15,NY,NY-608,Unsheltered Homeless People in Families,11
1/1/15,NY,NY-608,Unsheltered Homeless Unaccompanied Children (Under 18),0
1/1/15,NY,NY-608,Unsheltered Homeless Unaccompanied Young Adults (Age 18-24),2
1/1/15,NY,NY-608,Unsheltered Homeless Unaccompanied Youth (Under 25),2
1/1/15,NY,NY-608,Unsheltered Homeless Veterans,5
1/1/15,NY,NY-608,Unsheltered Parenting Youth (Under 25),0
1/1/15,NY,NY-608,Unsheltered Parenting Youth Age 18-24,0
1/1/15,NY,NY-608,Unsheltered Parenting Youth Under 18,0
1/1/15,OH,OH-500,Children of Parenting Youth,39
1/1/15,OH,OH-500,Chronically Homeless,175
1/1/15,OH,OH-500,Chronically Homeless Individuals,159
1/1/15,OH,OH-500,Chronically Homeless People in Families,16
1/1/15,OH,OH-500,Homeless Individuals,819
1/1/15,OH,OH-500,Homeless People in Families,244
1/1/15,OH,OH-500,Homeless Unaccompanied Children (Under 18),12
1/1/15,OH,OH-500,Homeless Unaccompanied Young Adults (Age 18-24),54
1/1/15,OH,OH-500,Homeless Unaccompanied Youth (Under 25),66
1/1/15,OH,OH-500,Homeless Veterans,203
1/1/15,OH,OH-500,Parenting Youth (Under 25),25
1/1/15,OH,OH-500,Parenting Youth Age 18-24,25
1/1/15,OH,OH-500,Parenting Youth Under 18,0
1/1/15,OH,OH-500,Sheltered Children of Parenting Youth,39
1/1/15,OH,OH-500,Sheltered Chronically Homeless,175
1/1/15,OH,OH-500,Sheltered Chronically Homeless Individuals,159
1/1/15,OH,OH-500,Sheltered Chronically Homeless People in Families,16
1/1/15,OH,OH-500,Sheltered Homeless,"1,013"
1/1/15,OH,OH-500,Sheltered Homeless Individuals,769
